image_path,absolute_path,prompt,respuesta,module,section,subsection,function_detected,hierarchy_level,screen_type,buttons_visible,form_fields,navigation_elements,main_actions,user_workflow,keywords,additional_metadata,file_size,filename
pantalla principal/Catalogos/Generales/Transportes/Transportes.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Transportes/Transportes.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",55906,Transportes.png
pantalla principal/Catalogos/Generales/Ubicaciones/Pantalla Ubicaciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Pantalla Ubicaciones.png,Módulo: Pantalla Principal | Función: Visualización de pantalla,Pantalla de Visualización de pantalla,Pantalla Principal,,,Visualización de pantalla,4,,[],[],[],[],,"[""pantalla""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Visualizaci\u00f3n de pantalla"", ""hierarchy_level"": 4, ""keywords"": [""pantalla""]}, ""ai_raw_response"": {}}",76658,Pantalla Ubicaciones.png
pantalla principal/Catalogos/Generales/Unidades de Negocios/Unidades de negocio.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Unidades de Negocios/Unidades de negocio.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",79486,Unidades de negocio.png
pantalla principal/Catalogos/Generales/Variables de sucursal/Variables de sucursal.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Variables de sucursal/Variables de sucursal.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",62260,Variables de sucursal.png
pantalla principal/Catalogos/Generales/Cuidad/Nuevo/Cuidad Nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Cuidad/Nuevo/Cuidad Nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",44597,Cuidad Nuevo.png
pantalla principal/Catalogos/Generales/Cuidad/Nuevo/Nuevo/Tipos de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Cuidad/Nuevo/Nuevo/Tipos de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",69191,Tipos de impuestos.png
pantalla principal/Catalogos/Generales/Departamentos/Nuevo/Nuevo departamento.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Departamentos/Nuevo/Nuevo departamento.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",29649,Nuevo departamento.png
pantalla principal/Catalogos/Generales/Especialidades Medicas/Nuevo/Editar especialidades medicas.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Especialidades Medicas/Nuevo/Editar especialidades medicas.png,Módulo: Pantalla Principal | Función: Editar registro,Pantalla de Editar registro,Pantalla Principal,,,Editar registro,5,,[],[],[],[],,"[""editar"", ""modificar""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Editar registro"", ""hierarchy_level"": 5, ""keywords"": [""editar"", ""modificar""]}, ""ai_raw_response"": {}}",35635,Editar especialidades medicas.png
pantalla principal/Catalogos/Generales/Estado/Nuevo/Estado Nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Estado/Nuevo/Estado Nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",42077,Estado Nuevo.png
pantalla principal/Catalogos/Generales/Estado/Nuevo/Nuevo/Tipos de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Estado/Nuevo/Nuevo/Tipos de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",69191,Tipos de impuestos.png
pantalla principal/Catalogos/Generales/Impresoras/Nuevo/Impresoras Nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Impresoras/Nuevo/Impresoras Nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",110272,Impresoras Nuevo.png
pantalla principal/Catalogos/Generales/Migracion de Ubicaciones/Nuevo/Nuevo migracion de ubicaciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Migracion de Ubicaciones/Nuevo/Nuevo migracion de ubicaciones.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",117420,Nuevo migracion de ubicaciones.png
pantalla principal/Catalogos/Generales/Moneda/Nuevo/Moneda nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Moneda/Nuevo/Moneda nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",46588,Moneda nuevo.png
pantalla principal/Catalogos/Generales/Médicos/Nuevo/Nuevo Medicos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Médicos/Nuevo/Nuevo Medicos.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",54274,Nuevo Medicos.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/BnextErp.Application_vEl4pu2wZM.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/BnextErp.Application_vEl4pu2wZM.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,5,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 5, ""keywords"": []}, ""ai_raw_response"": {}}",86394,BnextErp.Application_vEl4pu2wZM.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_BnextDelivery/Bnnext_delivery.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_BnextDelivery/Bnnext_delivery.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",98595,Bnnext_delivery.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionNavegacionWEb/BnextErp.Application_Hmpy9VFRwt.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionNavegacionWEb/BnextErp.Application_Hmpy9VFRwt.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",86129,BnextErp.Application_Hmpy9VFRwt.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Huella_Digital/nuevo_huella_digital.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Huella_Digital/nuevo_huella_digital.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,7,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 7, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",97958,nuevo_huella_digital.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_InformacionFiscal/BnextErp.Application_gSAOSlgZxn.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_InformacionFiscal/BnextErp.Application_gSAOSlgZxn.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",104166,BnextErp.Application_gSAOSlgZxn.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Información_correo/BnextErp.Application_sNcBzrIQ5C.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Información_correo/BnextErp.Application_sNcBzrIQ5C.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",114123,BnextErp.Application_sNcBzrIQ5C.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Programa_Externo/BnextErp.Application_VrxnqCwfkO.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_Programa_Externo/BnextErp.Application_VrxnqCwfkO.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",76957,BnextErp.Application_VrxnqCwfkO.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Consulta de promociones centrales/BnextErp.Application_QeNcPrkIe9.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Consulta de promociones centrales/BnextErp.Application_QeNcPrkIe9.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",106320,BnextErp.Application_QeNcPrkIe9.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Consulta_de_Existencia/BnextErp.Application_vkN8JSR2yi.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Consulta_de_Existencia/BnextErp.Application_vkN8JSR2yi.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",105756,BnextErp.Application_vkN8JSR2yi.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Devoluciones_foraneas/BnextErp.Application_aIAXiczLBf.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Devoluciones_foraneas/BnextErp.Application_aIAXiczLBf.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",107603,BnextErp.Application_aIAXiczLBf.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Generales/BnextErp.Application_4baG1otxoc.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Generales/BnextErp.Application_4baG1otxoc.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",171704,BnextErp.Application_4baG1otxoc.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Limite_de_Credito_remoto/BnextErp.Application_PtfQL53SFI.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Limite_de_Credito_remoto/BnextErp.Application_PtfQL53SFI.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",105200,BnextErp.Application_PtfQL53SFI.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Notificaciones_push/BnextErp.Application_AWuGPZ5tJS.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Notificaciones_push/BnextErp.Application_AWuGPZ5tJS.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",99993,BnextErp.Application_AWuGPZ5tJS.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Pedido Remoto/BnextErp.Application_mplYJff7Ty.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Pedido Remoto/BnextErp.Application_mplYJff7Ty.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",101213,BnextErp.Application_mplYJff7Ty.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Pedido_electronico/BnextErp.Application_hVFRzxBDOF.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Pedido_electronico/BnextErp.Application_hVFRzxBDOF.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",104967,BnextErp.Application_hVFRzxBDOF.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Producto_Negado/BnextErp.Application_h0tN1e1AVl.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Producto_Negado/BnextErp.Application_h0tN1e1AVl.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",100825,BnextErp.Application_h0tN1e1AVl.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Secuencias_de_socios_de_negocios/BnextErp.Application_Qg2rNP6aGP.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/Secuencias_de_socios_de_negocios/BnextErp.Application_Qg2rNP6aGP.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",96316,BnextErp.Application_Qg2rNP6aGP.png
pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/consulta_estatus_facturacion/BnextErp.Application_c1VXZdqQ4T.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Organizaciones/Buscar/Nuevo/Nuevo_ConfiguracionGeneral/consulta_estatus_facturacion/BnextErp.Application_c1VXZdqQ4T.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",106804,BnextErp.Application_c1VXZdqQ4T.png
pantalla principal/Catalogos/Generales/Pais/Nuevo/Pais nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Pais/Nuevo/Pais nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",59078,Pais nuevo.png
pantalla principal/Catalogos/Generales/Pais/Nuevo/Nuevo/Tipos de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Pais/Nuevo/Nuevo/Tipos de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",69191,Tipos de impuestos.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Cajon de dinero.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Cajon de dinero.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",129469,Cajon de dinero.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Comportamientos/Comportamientos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Comportamientos/Comportamientos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",272585,Comportamientos.png
