image_path,absolute_path,prompt,respuesta,module,section,subsection,function_detected,hierarchy_level,screen_type,buttons_visible,form_fields,navigation_elements,main_actions,user_workflow,keywords,additional_metadata,file_size,filename
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Configuracion General/Configuracion General.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Configuracion General/Configuracion General.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",124601,Configuracion General.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Configuracion Pruebas de Conexion/Configuracion Pruebas de conexion.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Configuracion Pruebas de Conexion/Configuracion Pruebas de conexion.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",71499,Configuracion Pruebas de conexion.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Impresión Ticket/Impresión ticket.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Impresión Ticket/Impresión ticket.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",61601,Impresión ticket.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/KDS/KDS.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/KDS/KDS.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",68477,KDS.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Notificaciones/Notificaciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Notificaciones/Notificaciones.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",97832,Notificaciones.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pinpads/Pinpads.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pinpads/Pinpads.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",61122,Pinpads.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pinpads/seleccion de tipos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pinpads/seleccion de tipos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",42504,seleccion de tipos.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Preubas de Conexion VPN/Pruebas de conexion VPN.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Preubas de Conexion VPN/Pruebas de conexion VPN.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",71071,Pruebas de conexion VPN.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pruebas de velocidad de Conexion/Pruebas de velocidad de conexion.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Pruebas de velocidad de Conexion/Pruebas de velocidad de conexion.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",72087,Pruebas de velocidad de conexion.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Publicidad/Publicidad.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Publicidad/Publicidad.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",61470,Publicidad.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Segundo monitor/Segundo monitor.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Segundo monitor/Segundo monitor.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",64451,Segundo monitor.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Conceptos/Asignacion de conceptos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Conceptos/Asignacion de conceptos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",63896,Asignacion de conceptos.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Tipo de cobros/Asignacion de tipo de cobros.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Cajón de Dinero/Tipo de cobros/Asignacion de tipo de cobros.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",229122,Asignacion de tipo de cobros.png
pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Notificaciones/tipos/Seleccion de tipos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Puntos de Venta/Nuevo/Notificaciones/tipos/Seleccion de tipos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",25374,Seleccion de tipos.png
pantalla principal/Catalogos/Generales/Tipo De Cambio Oficial/Nuevo/Nuevo tipo de cambio oficial datos generales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Tipo De Cambio Oficial/Nuevo/Nuevo tipo de cambio oficial datos generales.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",98015,Nuevo tipo de cambio oficial datos generales.png
pantalla principal/Catalogos/Generales/Tipo de cambio por ubicacion/Nuevo/Nuevo tipo de cambio por ubicacion.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Tipo de cambio por ubicacion/Nuevo/Nuevo tipo de cambio por ubicacion.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",188851,Nuevo tipo de cambio por ubicacion.png
pantalla principal/Catalogos/Generales/Tipo de impresoras/Nuevo/Nuevo tipo de impresoras.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Tipo de impresoras/Nuevo/Nuevo tipo de impresoras.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",107603,Nuevo tipo de impresoras.png
pantalla principal/Catalogos/Generales/Tipos de Ubicaciones/Nuevo/Tipo_de_ubicaciones_nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Tipos de Ubicaciones/Nuevo/Tipo_de_ubicaciones_nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",36752,Tipo_de_ubicaciones_nuevo.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Caja Chica/Responsabilidad_de_caja_chica.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Caja Chica/Responsabilidad_de_caja_chica.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",74371,Responsabilidad_de_caja_chica.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Configuraciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Configuraciones.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",144400,Configuraciones.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Códigos Postales/Codigos postales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Códigos Postales/Codigos postales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",56044,Codigos postales.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Datos Adicionales/Datos adicionales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Datos Adicionales/Datos adicionales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",46818,Datos adicionales.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Datos Generales/Datos generales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Datos Generales/Datos generales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",148345,Datos generales.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Impresoras/Impresoras.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Impresoras/Impresoras.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",57895,Impresoras.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/POS/POS caracteristicas.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/POS/POS caracteristicas.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",86670,POS caracteristicas.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Facturación electronica/Facturacion electronica.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Facturación electronica/Facturacion electronica.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",131050,Facturacion electronica.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Jobs de facturacion global/Jobs de facturacion global.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Jobs de facturacion global/Jobs de facturacion global.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",82562,Jobs de facturacion global.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Facturación electronica/U. de Negocio/Unidades de negocio.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuracion de documentos/Facturación electronica/U. de Negocio/Unidades de negocio.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,8,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 8, ""keywords"": []}, ""ai_raw_response"": {}}",73384,Unidades de negocio.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Gpo productos/BnextErp.Application_b70KvylhBf.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Gpo productos/BnextErp.Application_b70KvylhBf.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",106783,BnextErp.Application_b70KvylhBf.png
pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Tipos de impuestos/Asignacion de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Ubicaciones/Nuevo/Configuraciones/Tipos de impuestos/Asignacion de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,7,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 7, ""keywords"": []}, ""ai_raw_response"": {}}",87264,Asignacion de impuestos.png
pantalla principal/Catalogos/Generales/Unidades de Negocios/Nuevo/Nuevo Unidades de negocio.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Unidades de Negocios/Nuevo/Nuevo Unidades de negocio.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",40492,Nuevo Unidades de negocio.png
pantalla principal/Catalogos/Generales/Variables de sucursal/Nuevo/Nuevo Variables de sucursal.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Generales/Variables de sucursal/Nuevo/Nuevo Variables de sucursal.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",62686,Nuevo Variables de sucursal.png
pantalla principal/Catalogos/Impuestos/Conversion de impuestos/Conversion de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Conversion de impuestos/Conversion de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",83612,Conversion de impuestos.png
pantalla principal/Catalogos/Impuestos/Grupo de impuestos/Grupo de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Grupo de impuestos/Grupo de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",86702,Grupo de impuestos.png
pantalla principal/Catalogos/Impuestos/Impuestos/Impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Impuestos/Impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",40962,Impuestos.png
pantalla principal/Catalogos/Impuestos/Tipo de impuestos/Tipo de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Tipo de impuestos/Tipo de impuestos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",63268,Tipo de impuestos.png
pantalla principal/Catalogos/Impuestos/Conversion de impuestos/Nuevo/Nuevo converison de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Conversion de impuestos/Nuevo/Nuevo converison de impuestos.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",113814,Nuevo converison de impuestos.png
pantalla principal/Catalogos/Impuestos/Grupo de impuestos/Nuevo/Nuevo grupo de impuestos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Impuestos/Grupo de impuestos/Nuevo/Nuevo grupo de impuestos.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",72430,Nuevo grupo de impuestos.png
